review-data href,audience-reviews__name href,audience-reviews__name,audience-reviews__duration,audience-reviews__review,button--link,audience-reviews__image-avatar src,super-reviewer-badge
https://www.rottentomatoes.com/profiles/LrxHxWhgQcP2iYlTpYFNYHaPtvvCG0SWbH4VSGgF99CAYiYnFrOSV4immCyXunRHprtzduPPCJKuqbhBRUb8HgGFvoiq9unbsWjtMmHQ2sLM,https://www.rottentomatoes.com/profiles/LrxHxWhgQcP2iYlTpYFNYHaPtvvCG0SWbH4VSGgF99CAYiYnFrOSV4immCyXunRHprtzduPPCJKuqbhBRUb8HgGFvoiq9unbsWjtMmHQ2sLM,Sabrina B,"Aug 25, 2025","From a movie standpoint, characters really didn’t have any depth for me to care about anything bad happening to them. I guess the mom Sara, but at the end I was just kind of like ugh… that was it? There are much better movies out there on addiction issues that portray it just as ugly but with character development that will illicit more of an emotional response. Honestly I got pretty bored half way through.",,,
https://www.rottentomatoes.com/profiles/YkRIGzsNlH2MsgVurYcyAc1jH66CR9uz0uJwtMKhKKCqviLXHArH86svvCGDsKmhoeCJyHzzCdDhmWIVatknsm4FzeF2PSNguABHzku4Zs1j,https://www.rottentomatoes.com/profiles/YkRIGzsNlH2MsgVurYcyAc1jH66CR9uz0uJwtMKhKKCqviLXHArH86svvCGDsKmhoeCJyHzzCdDhmWIVatknsm4FzeF2PSNguABHzku4Zs1j,Nano N,"Aug 22, 2025",Brutal to watch. Depicts an unfortunate reality for many. Burstyn as Sara's decline especially harsh with Connely as Marion almost as awful. The male roles meet ends all to common in the drug thug life.,,,
https://www.rottentomatoes.com/profiles/QD8T6pHXMf0xUexFvesJGHLrI66CB4h6NiQmfoMfqqCRLi6xtd9FKnSppC84unGurecoGfDDC8GFxBI2ZInDtXxhQ1IzRup0Im9svWSaWIM6,https://www.rottentomatoes.com/profiles/QD8T6pHXMf0xUexFvesJGHLrI66CB4h6NiQmfoMfqqCRLi6xtd9FKnSppC84unGurecoGfDDC8GFxBI2ZInDtXxhQ1IzRup0Im9svWSaWIM6,Jay C.,"Aug 17, 2025","Disturbing. The best review I can give is I have been a paramedic for 20 years and I have seen it all. This movie is and un-diluted look at what drug addiction does to a group of characters it follows. That’s it. I won’t ruin it. People give reviews for it but that takes away from the shock. So, it makes me get misty eyed after everything I’ve done and seen. That’s a review in itself.",,,
https://www.rottentomatoes.com/profiles/jnLudNtp9hA1SQWtd0SplFBkH00Ca6tq1FqNtVxILLCWbiMeHzLIQWhDDCA2uVDIJxsLjCXXCO9u6ZhPosmahWRSkMuOjIBNS9zhqDIrkIAL,https://www.rottentomatoes.com/profiles/jnLudNtp9hA1SQWtd0SplFBkH00Ca6tq1FqNtVxILLCWbiMeHzLIQWhDDCA2uVDIJxsLjCXXCO9u6ZhPosmahWRSkMuOjIBNS9zhqDIrkIAL,Gareth v,"Aug 7, 2025","It’s not an easy watch, nor should it be, but Requiem for a Dream is essential cinema. Bold, nightmarish, and deeply tragic, it’s a film that dares to confront the darkness with stunning artistry. A masterpiece.",,,
https://www.rottentomatoes.com/profiles/Nw8uD0CBptmkHoLTZwsdJiQ0TbbCGPcdGHv6iZ8CRRCv9ideI8aSj2HGGCRAI48flqHjQi99CDOHjNIlNCkGf92FbGuwVcwMH61faYt2qImb,https://www.rottentomatoes.com/profiles/Nw8uD0CBptmkHoLTZwsdJiQ0TbbCGPcdGHv6iZ8CRRCv9ideI8aSj2HGGCRAI48flqHjQi99CDOHjNIlNCkGf92FbGuwVcwMH61faYt2qImb,Miles B,"Jul 27, 2025","Absolute masterpiece, and now I just feel sad",,,
https://www.rottentomatoes.com/profiles/pZjuMRiwyCzoFy4FkbupOSgDFRRC9KHaxH0gTmpubbCWgi6gubOFdWcNNCMvuyDFrPH8kskkCWXuL2f2ls0Ju6PHeQSWQcP9u1BTDGuMDFrL,https://www.rottentomatoes.com/profiles/pZjuMRiwyCzoFy4FkbupOSgDFRRC9KHaxH0gTmpubbCWgi6gubOFdWcNNCMvuyDFrPH8kskkCWXuL2f2ls0Ju6PHeQSWQcP9u1BTDGuMDFrL,Film Critic F,"Jul 22, 2025","I don't understand what's so gut-wrenching about it, but I do think it's a must-see for movie-goers.",,,
https://www.rottentomatoes.com/profiles/620HWXsgMCgoTB1FmXuLRUKqC99Cvauj8FkNh9rSNNCqaipoFZ1H6WhnnCewIRDtQqIbrImmCj1tBrSgvh2nigdF9livpImNFG9hlyIWdueM,https://www.rottentomatoes.com/profiles/620HWXsgMCgoTB1FmXuLRUKqC99Cvauj8FkNh9rSNNCqaipoFZ1H6WhnnCewIRDtQqIbrImmCj1tBrSgvh2nigdF9livpImNFG9hlyIWdueM,Gabrielle H.,"Jul 18, 2025",Beautiful. Such a fantastic film showcasing the dangers of addiction and drugs as well as the corruption in our hospitals and prisons. The main characters are all struggling with a different form of addiction; Sara has an addiction to diet pills and struggles with being an outcast with her neighbors and son. Harry struggles with needles and pushes himself to the brink to help his girlfriend and his mother. Ty struggles with an addiction to powder and the struggles with being a young black man living in a poor financial situation. Marion gets addicted to the same powder and ends up not being able to live without it and turns to affairs after her parents neglect her needs and replace it with monetary love. It really plays with your heart and the difficulties of drugs and money— this movie will drive you to tears.,SHOW MORE,,
https://www.rottentomatoes.com/profiles/lxMTgycgquqnsv6Fj2heLFPZuooCpzImDcyeFVJcQQCzkialuX6IjMIppC8DFdVCAzilZhnnC2oIYXC4KuveTrVuVyH0Gs21H4ZIGafkDfRo,https://www.rottentomatoes.com/profiles/lxMTgycgquqnsv6Fj2heLFPZuooCpzImDcyeFVJcQQCzkialuX6IjMIppC8DFdVCAzilZhnnC2oIYXC4KuveTrVuVyH0Gs21H4ZIGafkDfRo,Nick B.,"Jul 17, 2025",It’s a beautifully tragic film. Very hard to watch but hard to look away from.,,,
https://www.rottentomatoes.com/profiles/vq8C9aTj1tpdFgruWJSmvuZPCWWCjBHvzuZQFmAIppCY9iDWF4McXVuqqCy1Irlfl6TkYCooCyrCrBCzain4FNzf9ZIzKhPdspwteNIWBi41,https://www.rottentomatoes.com/profiles/vq8C9aTj1tpdFgruWJSmvuZPCWWCjBHvzuZQFmAIppCY9iDWF4McXVuqqCy1Irlfl6TkYCooCyrCrBCzain4FNzf9ZIzKhPdspwteNIWBi41,Sto C,"Jul 17, 2025","The main characters chase delusional dreams, descending deeper and deeper into their abyss — an acid trip with great editing.",,,
https://www.rottentomatoes.com/profiles/YkZSGOINXsaWuxBFrWCyJF1Ls66CROhxGcAMTMKhKKCqviLgTK9T8wFvvCdQurqcMWuJQszzCdGsQWFRzSkpirAFxZuRMtN9FADFdOI4qhpd,https://www.rottentomatoes.com/profiles/YkZSGOINXsaWuxBFrWCyJF1Ls66CROhxGcAMTMKhKKCqviLgTK9T8wFvvCdQurqcMWuJQszzCdGsQWFRzSkpirAFxZuRMtN9FADFdOI4qhpd,James O,"Jul 7, 2025",One of the most powerful I have ever seen. The film's score and editing will haunt you for years to come.,,,
https://www.rottentomatoes.com/profiles/AlyT64sGNSkyIpXs6ZsYOuKPhaaC2NHxluqdTkwFaaCyrideC6RurGS11C8ASgAhXOhZvI99CrjIOPTn4SbdspwFqkh6PfLwfv1tRnukVuae,https://www.rottentomatoes.com/profiles/AlyT64sGNSkyIpXs6ZsYOuKPhaaC2NHxluqdTkwFaaCyrideC6RurGS11C8ASgAhXOhZvI99CrjIOPTn4SbdspwFqkh6PfLwfv1tRnukVuae,Ashley T,"Jul 3, 2025","This movie is a beautiful yet unsettling experience. I first saw this when I was a teenager and was enthralled by the sound design and visionary style that makes each scene so intense. The drug scenes especially, but also those when the characters are experiencing withdrawals, or seriously uncomfortable situations. The overall vibe and ending is deeply depressing but depicts a dark place that drugs of this depth could take you.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/BQgSWBfY8TgNszVc9dsAoIMluVVCdyh1kiBDFnDI99Cj9iJzF0XfRmhDDC1gFpYcw6tvahppCg4ClZsNRs9wCL4FgJCX8HLXI0rSAGS8zSlx,https://www.rottentomatoes.com/profiles/BQgSWBfY8TgNszVc9dsAoIMluVVCdyh1kiBDFnDI99Cj9iJzF0XfRmhDDC1gFpYcw6tvahppCg4ClZsNRs9wCL4FgJCX8HLXI0rSAGS8zSlx,Camila L,"Jul 2, 2025","Hermano que es esa grotecidad, la mamá no merecía eso.",,,
https://www.rottentomatoes.com/profiles/r8NTOKFAbuGmudXSqxTVYIGZfZZCP2SlYC62IZmFGGCZQiVjuA9i9AfmmCmDuwBFgDfWGFggCO6uO6TRxsq6IKoFGJIrVfQjhVwiKGcxPFJo,https://www.rottentomatoes.com/profiles/r8NTOKFAbuGmudXSqxTVYIGZfZZCP2SlYC62IZmFGGCZQiVjuA9i9AfmmCmDuwBFgDfWGFggCO6uO6TRxsq6IKoFGJIrVfQjhVwiKGcxPFJo,Rick H,"Jun 28, 2025",I loved it. Movie follows four interconnected lives through each of their drug additions. Definitely a Just Say No flick. Intense and raw.,,,
https://www.rottentomatoes.com/profiles/RzXCJzHldHvMFe6F4DTWYS98fAACVWcJMuBjud2unnCx6iQXsDLSpLCZZCPLudWFRBCByiGGC9DsPLfLZfZXuY4Fd1s9yuZLI9AIOyCkBsaD,https://www.rottentomatoes.com/profiles/RzXCJzHldHvMFe6F4DTWYS98fAACVWcJMuBjud2unnCx6iQXsDLSpLCZZCPLudWFRBCByiGGC9DsPLfLZfZXuY4Fd1s9yuZLI9AIOyCkBsaD,amie L,"Jun 18, 2025",Absolute smashing film,,,
https://www.rottentomatoes.com/profiles/RkKSJvulAfvGIeXC4RfWxU9AUAACNDFJDsBlilzinnCx6ioBIyRuvATZZCPLudkTRxul8tGGC9eCVWtL9SZvTYqCdBi9rTZkFB2fWohk4IWe,https://www.rottentomatoes.com/profiles/RkKSJvulAfvGIeXC4RfWxU9AUAACNDFJDsBlilzinnCx6ioBIyRuvATZZCPLudkTRxul8tGGC9eCVWtL9SZvTYqCdBi9rTZkFB2fWohk4IWe,Gregg B,"Jun 18, 2025","Went to the 25th Anniversary of Requiem. Haven’t seen it on the big screen since 2000. It not only still holds up I found it to be more amazing, audacious, heart breaking and even more memorable. The cast is outstanding and what Aronofsky did creatively with his team is nothing short of genius.",,,
https://www.rottentomatoes.com/profiles/Gegu0eSGRh9mh8ZHwAIMmIKpfeeCX6SLyhV1TjKTRRCzRi1zIkwiv8tllCxgFrkCjXuZAHYYCDQSwqhgKfGjtj8C9OhxpsZVSYguB6uvrFzN,https://www.rottentomatoes.com/profiles/Gegu0eSGRh9mh8ZHwAIMmIKpfeeCX6SLyhV1TjKTRRCzRi1zIkwiv8tllCxgFrkCjXuZAHYYCDQSwqhgKfGjtj8C9OhxpsZVSYguB6uvrFzN,Muvi B,"Jun 14, 2025","a masterpiece; gut-wrenching and soaked in a hellscape of realistic proportions. Requiem for a Dream is a tough watch, but an essential one.",,,
https://www.rottentomatoes.com/profiles/DQxsbOCn1s2NsBqtzbFvYfj2uLLCwysy9tR4s04TQQC8OiwjFPaC4eh00CNXFQJTrzsR2sBBC1LTKJFVYuqASBMT0aSgrhLWTVeCXgT61i1P,https://www.rottentomatoes.com/profiles/DQxsbOCn1s2NsBqtzbFvYfj2uLLCwysy9tR4s04TQQC8OiwjFPaC4eh00CNXFQJTrzsR2sBBC1LTKJFVYuqASBMT0aSgrhLWTVeCXgT61i1P,Doug D,"May 30, 2025",You would think Jennifer Connelly engaging in sex acts would be the best movie ever made. It's not.,,,
https://www.rottentomatoes.com/profiles/RzXCAwSlQsYosn4s4zHQAHBjsAACN4ilvIBjud2unnCx6iQLiD6ivwuZZCPKFd6he8sBgfGGCvofPeFR4uZYhYqCKYt9Zs2DtB8hWXfk8uWn,https://www.rottentomatoes.com/profiles/RzXCAwSlQsYosn4s4zHQAHBjsAACN4ilvIBjud2unnCx6iQLiD6ivwuZZCPKFd6he8sBgfGGCvofPeFR4uZYhYqCKYt9Zs2DtB8hWXfk8uWn,Priscila M,"May 29, 2025","Requiem for a Dream was such a powerful movie. From my perspective, it portrays four different people, each with their own struggles and traumas. On one side, we have Harry—a young man battling addiction who mostly thinks about himself. Then there’s Marion, a girl dealing with depression who seems to be searching for a way out by being with Harry, especially since she has no real support from her family. Tyrone is a character who isn’t explored in depth, but we can sense the emptiness in his heart caused by the loss of his mother. Lastly, there’s Sara—the mother, who is alone and obsessed with losing weight. This movie was difficult to watch because it shows the harsh reality of people living with these kinds of issues in a raw and unfiltered way.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/yr8HYPijNHoLtMlc6muqkiAgujjCYnFwnc4efpGt66CjAilNIZoSNwizzC6gT4Ku1WuLmuxxCldF4XSvRuB2F2ksDMHBdheMswLflGFynCaZ,https://www.rottentomatoes.com/profiles/yr8HYPijNHoLtMlc6muqkiAgujjCYnFwnc4efpGt66CjAilNIZoSNwizzC6gT4Ku1WuLmuxxCldF4XSvRuB2F2ksDMHBdheMswLflGFynCaZ,Will L,"May 17, 2025",This movie tries to be deep and edgy but seriously misses the bar.,,,
https://www.rottentomatoes.com/profiles/gyRfavuygCP1uxDu8vhNBsm0uDDCemHzjfxLulVCMMCGPixni6XsdBtwwCnpIJ9sW8HLmHllCGWCVote8IAYiG2uYnhnVtrKtbjuJGFn0Tyq,https://www.rottentomatoes.com/profiles/gyRfavuygCP1uxDu8vhNBsm0uDDCemHzjfxLulVCMMCGPixni6XsdBtwwCnpIJ9sW8HLmHllCGWCVote8IAYiG2uYnhnVtrKtbjuJGFn0Tyq,Kristen H,"May 4, 2025","Requiem for a Dream is as disturbing as it is artistic—a brutal, visually striking descent into addiction and obsession. Darren Aronofsky doesn’t hold back, and I wouldn’t expect anything less from him. The film sticks with you, not just because of its subject matter, but because of how masterfully it’s told. It’s not an easy watch, but it’s a necessary one.",,,
https://www.rottentomatoes.com/profiles/mMZiOQUaVIaJF86hd8sQVhBZuVVCodIJlT2GTAeSLLCZoiJGIbjHezizzC2MFD2u1MSrjIPPCY2szlIa4cjOImjC84HD8fbPCNdIlAHGBh9Q,https://www.rottentomatoes.com/profiles/mMZiOQUaVIaJF86hd8sQVhBZuVVCodIJlT2GTAeSLLCZoiJGIbjHezizzC2MFD2u1MSrjIPPCY2szlIa4cjOImjC84HD8fbPCNdIlAHGBh9Q,Gage H,"Apr 25, 2025","This is a movie that you watch once and then you never need to see it again. God forbid you are smoking during this because this will make you never want to touch drugs again. Good movies are made to elicit emotion from the viewers. However, that doesn’t mean it needs to be a good emotion.. in this case it is disgust and anxiety. Everything else is done to perfection. The movie is able to easily get points across to you without having to show you specifically what’s being done. This might be one of the best uses of split screen that I’ve seen in a movie for a while. Not to mention the scenes where certain people are sped up and others aren’t. Brilliant stuff. Lastly, the score is terrific. It really builds the tension and queues the audience in to an important moment. Overall this is a well filmed & acted movie. The topic and the way it makes you feel prevents me from going any higher than 4 stars.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/ejeS1PFAxHQACq6iPYhgVf0RcXXCzxTeMIbRswmsDDClLiOVHoXcvdC11C4JIMnSKdIPmuWWCAehLnfRyCKkSyBu1GHZRCvViDVuQRIqXI1z,https://www.rottentomatoes.com/profiles/ejeS1PFAxHQACq6iPYhgVf0RcXXCzxTeMIbRswmsDDClLiOVHoXcvdC11C4JIMnSKdIPmuWWCAehLnfRyCKkSyBu1GHZRCvViDVuQRIqXI1z,Armin A,"Apr 16, 2025",shocking and realistic. my arm hurts,,,
https://www.rottentomatoes.com/profiles/ZZGsn0iK9fmghLbHNqu1ec0bTDDC6piDgi92hoOhRRCKJiPMCGOuz6FGGClDuWJumjikpceeCNbuJ4uJbIdKFBkIgnhDpuNZiezI8wFlgheX,https://www.rottentomatoes.com/profiles/ZZGsn0iK9fmghLbHNqu1ec0bTDDC6piDgi92hoOhRRCKJiPMCGOuz6FGGClDuWJumjikpceeCNbuJ4uJbIdKFBkIgnhDpuNZiezI8wFlgheX,Bryan C,"Mar 28, 2025","haunting film, score, and performances",,,
https://www.rottentomatoes.com/profiles/Wpvc8xTRzu0OH9JSWXhoJuRrhGGCaeT1qIPpuZ6HbbCexiapiJNumOCeeC64upoixqiwPI11CYvhl0iVRIWnHaRTJmtbmsyBFaGFwdcZKu48,https://www.rottentomatoes.com/profiles/Wpvc8xTRzu0OH9JSWXhoJuRrhGGCaeT1qIPpuZ6HbbCexiapiJNumOCeeC64upoixqiwPI11CYvhl0iVRIWnHaRTJmtbmsyBFaGFwdcZKu48,adelyn h,"Mar 18, 2025",very impactful and a shocking ending,,,
https://www.rottentomatoes.com/profiles/jk8udLFGviAnFjNseVunDfBKT00CaNFqkIXnsgGcLLCWbidNuzwiK1fDDCA2uGJHkmfo4fXXClLI91FWwumgfM2cndCNQu4ncdAhajuAYIAB,https://www.rottentomatoes.com/profiles/jk8udLFGviAnFjNseVunDfBKT00CaNFqkIXnsgGcLLCWbidNuzwiK1fDDCA2uGJHkmfo4fXXClLI91FWwumgfM2cndCNQu4ncdAhajuAYIAB,The T,"Mar 10, 2025","Gross, but my god is it great.",,,
https://www.rottentomatoes.com/profiles/X6ZfnvFONsRph1ZfGRs8JfAOhRRCbZuNlfomSyLS11CPYiYzuxwfV8uooCnrILRT4bIlJuOOCmvHnli08fp1s2dHkycqncmbHxAfOeTKAClK,https://www.rottentomatoes.com/profiles/X6ZfnvFONsRph1ZfGRs8JfAOhRRCbZuNlfomSyLS11CPYiYzuxwfV8uooCnrILRT4bIlJuOOCmvHnli08fp1s2dHkycqncmbHxAfOeTKAClK,Ernie K,"Feb 11, 2025",A shattering and fantastically-acted treatise on serious drug addiction and it's ancillary effects. It is uncompromising in the manner it draws you in and won't let you go; even when you want to look away you can't seem to.,,,
https://www.rottentomatoes.com/profiles/GPBT84FK1fenF8KuwRSMKsKVTeeCXpFLxsVYujvfRRCzRiYzFkefvzullCZdIr4cjYfgRtYYCD4iw8SgpSv2HmKI9auQ1FZwHYguB1FvrFz2,https://www.rottentomatoes.com/profiles/GPBT84FK1fenF8KuwRSMKsKVTeeCXpFLxsVYujvfRRCzRiYzFkefvzullCZdIr4cjYfgRtYYCD4iw8SgpSv2HmKI9auQ1FZwHYguB1FvrFz2,Melanie M,"Feb 9, 2025",this film tears my soul apart every time I listen to it but WHAT a masterpiece. I don't like it. I LOVE it,,,
https://www.rottentomatoes.com/profiles/LrLhQWtgVCxOtYlTJYINBForsvvCGeHW4I4aFGlh99CAYixAfd6CVmsmmCyXunRH2ru4MfPPCJeHWxcBRUbNsBpUJ1Cg8FnrSBliM9FQbibv,https://www.rottentomatoes.com/profiles/LrLhQWtgVCxOtYlTJYINBForsvvCGeHW4I4aFGlh99CAYixAfd6CVmsmmCyXunRH2ru4MfPPCJeHWxcBRUbNsBpUJ1Cg8FnrSBliM9FQbibv,Jaykeb G,"Jan 29, 2025","I love the eyeball shot so much, but you know what I love more? Build up and characters. And Requiem For A Dream pulled me right into its story so early and it never lost me. I love how emotionally impacted and stressed out you’ll feel watching these characters in this movie, and a lot of that comes from the unreal performances by the entire cast. I love the films sound design and score, and the uniqueness of how they handled the editing and cinematography. The way it also handles its message of addiction felt extremely realistic and accurate, which just added to how much I was biting my nails as the film went on. Extremely well directed film, I loved it",SHOW MORE,,
https://www.rottentomatoes.com/profiles/gmOta6FygCPZIxDu8vh0pHGOsDDCRWHzbux2ilDcMMCGPi09SKvHd1IwwC8zFQqSnVuL0TllCGlUZMSyLiAxHGRF1PUOQsAKubefJyCnVFBl,https://www.rottentomatoes.com/profiles/gmOta6FygCPZIxDu8vh0pHGOsDDCRWHzbux2ilDcMMCGPi09SKvHd1IwwC8zFQqSnVuL0TllCGlUZMSyLiAxHGRF1PUOQsAKubefJyCnVFBl,Pip S,"Jan 23, 2025","The heaviest movie I've ever seen. Personally always speaking. It's a movie that anyone who loves cinema should see, at least once. One was enough for me.",,,
https://www.rottentomatoes.com/profiles/DG2uBQInGi2nCDquzOHBnIeLILLC1nhMYiZVsRdSQQC8OipmIPaC1jH00CN0uQJTpwIR2sBBC1LT9Of19iXDcBJHwpTg1fLghzGSXKf6ehL2,https://www.rottentomatoes.com/profiles/DG2uBQInGi2nCDquzOHBnIeLILLC1nhMYiZVsRdSQQC8OipmIPaC1jH00CN0uQJTpwIR2sBBC1LT9Of19iXDcBJHwpTg1fLghzGSXKf6ehL2,Julian S,"Jan 20, 2025","Raw and intense, the film’s emotional weight comes through in Burstyn’s portrayal of a widower trapped in the past, descending into madness over a reality that is always out of reach.",,,
